0.244587	0.0288993	0.75408
0.244587	0.0288992	0.75408
0.244587	0.0288991	0.75408
0.244587	0.028899	0.75408
0.244586	0.0288988	0.75408
0.244586	0.0288986	0.75408
0.244586	0.0288983	0.75408
0.244586	0.028898	0.75408
0.244586	0.0288977	0.75408
0.244586	0.0288973	0.75408
0.244586	0.0288969	0.75408
0.244586	0.0288965	0.75408
0.244586	0.028896	0.75408
0.244586	0.0288955	0.75408
0.244586	0.028895	0.754081
0.244586	0.0288945	0.754081
0.244586	0.028894	0.754081
0.244586	0.0288934	0.754081
0.244585	0.0288928	0.754081
0.244585	0.0288922	0.754081
0.244585	0.0288916	0.754081
0.244585	0.028891	0.754082
0.244585	0.0288903	0.754082
0.244585	0.0288897	0.754082
0.244585	0.028889	0.754082
0.244585	0.0288883	0.754082
0.244584	0.0288876	0.754083
0.244584	0.028887	0.754083
0.244584	0.0288862	0.754083
0.244584	0.0288855	0.754083
0.244584	0.0288848	0.754084
0.244584	0.0288841	0.754084
0.244583	0.0288833	0.754084
0.244583	0.0288826	0.754084
0.244583	0.0288819	0.754085
0.244583	0.0288811	0.754085
0.244583	0.0288804	0.754085
0.244582	0.0288796	0.754085
0.244582	0.0288788	0.754086
0.244582	0.0288781	0.754086
0.244582	0.0288773	0.754086
0.244581	0.0288765	0.754087
0.244581	0.0288758	0.754087
0.244581	0.028875	0.754087
0.244581	0.0288742	0.754088
0.24458	0.0288734	0.754088
0.24458	0.0288726	0.754088
0.24458	0.0288718	0.754089
0.24458	0.0288711	0.754089
0.244579	0.0288703	0.75409
0.244579	0.0288695	0.75409
0.244579	0.0288687	0.75409
0.244578	0.0288679	0.754091
0.244578	0.0288671	0.754091
0.244578	0.0288664	0.754092
0.244578	0.0288656	0.754092
0.244577	0.0288648	0.754092
0.244577	0.028864	0.754093
0.244577	0.0288632	0.754093
0.244576	0.0288624	0.754094
0.244576	0.0288616	0.754094
0.244576	0.0288609	0.754095
0.244575	0.0288601	0.754095
0.244575	0.0288593	0.754096
0.244575	0.0288585	0.754096
0.244574	0.0288578	0.754097
0.244574	0.028857	0.754097
0.244574	0.0288562	0.754097
0.244573	0.0288554	0.754098
0.244573	0.0288547	0.754098
0.244572	0.0288539	0.754099
0.244572	0.0288531	0.754099
0.244572	0.0288524	0.7541
0.244571	0.0288516	0.754101
0.244571	0.0288508	0.754101
0.24457	0.0288501	0.754102
0.24457	0.0288493	0.754102
0.24457	0.0288486	0.754103
0.244569	0.0288478	0.754103
0.244569	0.0288471	0.754104
0.244568	0.0288463	0.754104
0.244568	0.0288456	0.754105
0.244568	0.0288448	0.754106
0.244567	0.0288441	0.754106
0.244567	0.0288433	0.754107
0.244566	0.0288426	0.754107
0.244566	0.0288419	0.754108
0.244565	0.0288411	0.754109
0.244565	0.0288404	0.754109
0.244564	0.0288397	0.75411
0.244564	0.0288389	0.75411
0.244564	0.0288382	0.754111
0.244563	0.0288375	0.754112
0.244563	0.0288368	0.754112
0.244562	0.028836	0.754113
0.244562	0.0288353	0.754114
0.244561	0.0288346	0.754114
0.244561	0.0288339	0.754115
0.24456	0.0288332	0.754116
0.24456	0.0288325	0.754116
0.244559	0.0288318	0.754117
0.244559	0.0288311	0.754118
0.244558	0.0288304	0.754118
0.244558	0.0288297	0.754119
0.244557	0.028829	0.75412
0.244557	0.0288283	0.754121
0.244556	0.0288276	0.754121
0.244556	0.0288269	0.754122
0.244555	0.0288262	0.754123
0.244555	0.0288255	0.754123
0.244554	0.0288249	0.754124
0.244554	0.0288242	0.754125
0.244553	0.0288235	0.754126
0.244552	0.0288228	0.754126
0.244552	0.0288222	0.754127
0.244551	0.0288215	0.754128
0.244551	0.0288208	0.754129
0.24455	0.0288202	0.754129
0.24455	0.0288195	0.75413
0.244549	0.0288188	0.754131
0.244549	0.0288182	0.754132
0.244548	0.0288175	0.754133
0.244547	0.0288169	0.754133
0.244547	0.0288162	0.754134
0.244546	0.0288156	0.754135
0.244546	0.0288149	0.754136
0.244545	0.0288143	0.754136
0.244545	0.0288136	0.754137
0.244544	0.028813	0.754138
0.244543	0.0288124	0.754139
0.244543	0.0288117	0.75414
0.244542	0.0288111	0.754141
0.244542	0.0288105	0.754141
0.244541	0.0288098	0.754142
0.24454	0.0288092	0.754143
0.24454	0.0288086	0.754144
0.244539	0.028808	0.754145
0.244539	0.0288074	0.754146
0.244538	0.0288067	0.754146
0.244537	0.0288061	0.754147
0.244537	0.0288055	0.754148
0.244536	0.0288049	0.754149
0.244535	0.0288043	0.75415
0.244535	0.0288037	0.754151
0.244534	0.0288031	0.754152
0.244534	0.0288025	0.754153
0.244533	0.0288019	0.754154
0.244532	0.0288013	0.754154
0.244532	0.0288007	0.754155
0.244531	0.0288001	0.754156
0.24453	0.0287995	0.754157
0.24453	0.028799	0.754158
0.244529	0.0287984	0.754159
0.244528	0.0287978	0.75416
0.244528	0.0287972	0.754161
0.244527	0.0287966	0.754162
0.244526	0.0287961	0.754163
0.244526	0.0287955	0.754164
0.244525	0.0287949	0.754165
0.244524	0.0287943	0.754166
0.244524	0.0287938	0.754166
0.244523	0.0287932	0.754167
0.244522	0.0287927	0.754168
0.244522	0.0287921	0.754169
0.244521	0.0287915	0.75417
0.24452	0.028791	0.754171
0.24452	0.0287904	0.754172
0.244519	0.0287899	0.754173
0.244518	0.0287893	0.754174
0.244518	0.0287888	0.754175
0.244517	0.0287882	0.754176
0.244516	0.0287877	0.754177
0.244515	0.0287871	0.754178
0.244515	0.0287866	0.754179
0.244514	0.0287861	0.75418
0.244513	0.0287855	0.754181
0.244513	0.028785	0.754182
0.244512	0.0287845	0.754183
0.244511	0.0287839	0.754184
0.244511	0.0287834	0.754185
0.24451	0.0287829	0.754186
0.244509	0.0287824	0.754187
0.244508	0.0287819	0.754188
0.244508	0.0287813	0.754189
0.244507	0.0287808	0.75419
0.244506	0.0287803	0.754191
0.244505	0.0287798	0.754192
0.244505	0.0287793	0.754193
0.244504	0.0287788	0.754194
0.244503	0.0287783	0.754195
0.244502	0.0287778	0.754196
0.244502	0.0287773	0.754197
0.244501	0.0287768	0.754199
0.2445	0.0287763	0.7542
0.2445	0.0287758	0.754201
0.244499	0.0287753	0.754202
0.244498	0.0287748	0.754203
0.244497	0.0287743	0.754204
0.244497	0.0287738	0.754205
0.244496	0.0287733	0.754206
0.244495	0.0287728	0.754207
0.244494	0.0287723	0.754208
0.244493	0.0287719	0.754209
0.244493	0.0287714	0.75421
0.244492	0.0287709	0.754211
0.244491	0.0287704	0.754212
0.24449	0.02877	0.754214
0.24449	0.0287695	0.754215
0.244489	0.028769	0.754216
0.244488	0.0287686	0.754217
0.244487	0.0287681	0.754218
0.244487	0.0287676	0.754219
0.244486	0.0287672	0.75422
0.244485	0.0287667	0.754221
0.244484	0.0287663	0.754222
0.244483	0.0287658	0.754224
0.244483	0.0287653	0.754225
0.244482	0.0287649	0.754226
0.244481	0.0287644	0.754227
0.24448	0.028764	0.754228
0.24448	0.0287636	0.754229
0.244479	0.0287631	0.75423
0.244478	0.0287627	0.754232
0.244477	0.0287622	0.754233
0.244476	0.0287618	0.754234
0.244476	0.0287614	0.754235
0.244475	0.0287609	0.754236
0.244474	0.0287605	0.754237
0.244473	0.0287601	0.754238
0.244472	0.0287596	0.754239
0.244472	0.0287592	0.754241
0.244471	0.0287588	0.754242
0.24447	0.0287583	0.754243
0.244469	0.0287579	0.754244
0.244468	0.0287575	0.754245
0.244468	0.0287571	0.754246
0.244467	0.0287567	0.754247
0.244466	0.0287563	0.754249
0.244465	0.0287558	0.75425
0.244464	0.0287554	0.754251
0.244464	0.028755	0.754252
0.244463	0.0287546	0.754253
0.244462	0.0287542	0.754255
0.244461	0.0287538	0.754256
0.24446	0.0287534	0.754257
0.244459	0.028753	0.754258
0.244459	0.0287526	0.754259
0.244458	0.0287522	0.754261
0.244457	0.0287518	0.754262
0.244456	0.0287514	0.754263
0.244455	0.028751	0.754264
0.244455	0.0287506	0.754265
0.244454	0.0287502	0.754267
0.244453	0.0287499	0.754268
0.244452	0.0287495	0.754269
0.244451	0.0287491	0.75427
0.24445	0.0287487	0.754271
0.24445	0.0287483	0.754273
0.244449	0.0287479	0.754274
0.244448	0.0287476	0.754275
0.244447	0.0287472	0.754276
0.244446	0.0287468	0.754277
0.244445	0.0287464	0.754278
0.244445	0.0287461	0.75428
0.244444	0.0287457	0.754281
0.244443	0.0287453	0.754282
0.244442	0.028745	0.754283
0.244441	0.0287446	0.754285
0.24444	0.0287442	0.754286
0.24444	0.0287439	0.754287
0.244439	0.0287435	0.754288
0.244438	0.0287432	0.75429
0.244437	0.0287428	0.754291
0.244436	0.0287425	0.754292
0.244435	0.0287421	0.754293
0.244434	0.0287418	0.754295
0.244434	0.0287414	0.754296
0.244433	0.0287411	0.754297
0.244432	0.0287407	0.754298
0.244431	0.0287404	0.7543
0.24443	0.02874	0.754301
0.244429	0.0287397	0.754302
0.244429	0.0287393	0.754303
0.244428	0.028739	0.754305
0.244427	0.0287387	0.754306
0.244426	0.0287383	0.754307
0.244425	0.028738	0.754308
0.244424	0.0287377	0.75431
0.244423	0.0287373	0.754311
0.244423	0.028737	0.754312
0.244422	0.0287367	0.754313
0.244421	0.0287364	0.754315
0.24442	0.028736	0.754316
0.244419	0.0287357	0.754317
0.244418	0.0287354	0.754318
0.244417	0.0287351	0.75432
0.244417	0.0287347	0.754321
0.244416	0.0287344	0.754322
0.244415	0.0287341	0.754323
0.244414	0.0287338	0.754325
0.244413	0.0287335	0.754326
0.244412	0.0287332	0.754327
0.244411	0.0287329	0.754328
0.244411	0.0287325	0.75433
0.24441	0.0287322	0.754331
0.244409	0.0287319	0.754332
0.244408	0.0287316	0.754333
0.244407	0.0287313	0.754335
0.244406	0.028731	0.754336
0.244405	0.0287307	0.754337
0.244404	0.0287304	0.754338
0.244404	0.0287301	0.75434
0.244403	0.0287298	0.754341
0.244402	0.0287295	0.754342
0.244401	0.0287292	0.754343
0.2444	0.028729	0.754345
0.244399	0.0287287	0.754346
0.244398	0.0287284	0.754347
0.244398	0.0287281	0.754349
0.244397	0.0287278	0.75435
