0	-65.0402
1	-65.08
2	-65.1197
3	-65.159
4	-65.1982
5	-65.2371
6	-65.2757
7	-65.3141
8	-65.3523
9	-65.3903
10	-65.4281
11	-65.4657
12	-65.5031
13	-65.5403
14	-65.5773
15	-65.6142
16	-65.6508
17	-65.6873
18	-65.7236
19	-65.7598
20	-65.7957
21	-65.8315
22	-65.8672
23	-65.9027
24	-65.938
25	-65.9732
26	-66.0083
27	-66.0432
28	-66.0779
29	-66.1125
30	-66.147
31	-66.1813
32	-66.2154
33	-66.2495
34	-66.2833
35	-66.3171
36	-66.3507
37	-66.3842
38	-66.4175
39	-66.4507
40	-66.4837
41	-66.5166
42	-66.5494
43	-66.5821
44	-66.6146
45	-66.6469
46	-66.6792
47	-66.7113
48	-66.7432
49	-66.7751
50	-66.8068
51	-66.8383
52	-66.8697
53	-66.901
54	-66.9322
55	-66.9632
56	-66.9941
57	-67.0248
58	-67.0554
59	-67.0859
60	-67.1162
61	-67.1464
62	-67.1765
63	-67.2064
64	-67.2362
65	-67.2658
66	-67.2953
67	-67.3247
68	-67.3539
69	-67.383
70	-67.412
71	-67.4408
72	-67.4695
73	-67.498
74	-67.5264
75	-67.5546
76	-67.5828
77	-67.6107
78	-67.6386
79	-67.6663
80	-67.6938
81	-67.7213
82	-67.7485
83	-67.7757
84	-67.8027
85	-67.8295
86	-67.8563
87	-67.8828
88	-67.9093
89	-67.9356
90	-67.9617
91	-67.9878
92	-68.0136
93	-68.0394
94	-68.065
95	-68.0905
96	-68.1158
97	-68.141
98	-68.166
99	-68.1909
100	-68.2157
101	-68.2403
102	-68.2648
103	-68.2892
104	-68.3134
105	-68.3375
106	-68.3614
107	-68.3852
108	-68.4089
109	-68.4324
110	-68.4558
111	-68.479
112	-68.5022
113	-68.5251
114	-68.548
115	-68.5707
116	-68.5933
117	-68.6157
118	-68.638
119	-68.6602
120	-68.6822
121	-68.7041
122	-68.7259
123	-68.7475
124	-68.769
125	-68.7904
126	-68.8116
127	-68.8327
128	-68.8537
129	-68.8746
130	-68.8953
131	-68.9159
132	-68.9363
133	-68.9566
134	-68.9769
135	-68.9969
136	-69.0169
137	-69.0367
138	-69.0564
139	-69.0759
140	-69.0954
141	-69.1147
142	-69.1339
143	-69.1529
144	-69.1719
145	-69.1907
146	-69.2094
147	-69.228
148	-69.2464
149	-69.2647
150	-69.2829
151	-69.301
152	-69.319
153	-69.3368
154	-69.3546
155	-69.3722
156	-69.3897
157	-69.407
158	-69.4243
159	-69.4414
160	-69.4585
161	-69.4754
162	-69.4921
163	-69.5088
164	-69.5254
165	-69.5418
166	-69.5582
167	-69.5744
168	-69.5905
169	-69.6065
170	-69.6224
171	-69.6382
172	-69.6539
173	-69.6694
174	-69.6849
175	-69.7002
176	-69.7154
177	-69.7306
178	-69.7456
179	-69.7605
180	-69.7753
181	-69.79
182	-69.8046
183	-69.8191
184	-69.8335
185	-69.8478
186	-69.862
187	-69.8761
188	-69.8901
189	-69.904
190	-69.9177
191	-69.9314
192	-69.945
193	-69.9585
194	-69.9719
195	-69.9852
196	-69.9984
197	-70.0115
198	-70.0245
199	-70.0374
200	-70.0502
201	-70.0629
202	-70.0755
203	-70.0881
204	-70.1005
205	-70.1128
206	-70.1251
207	-70.1373
208	-70.1493
209	-70.1613
210	-70.1732
211	-70.185
212	-70.1967
213	-70.2083
214	-70.2199
215	-70.2313
216	-70.2427
217	-70.2539
218	-70.2651
219	-70.2762
220	-70.2872
221	-70.2982
222	-70.309
223	-70.3198
224	-70.3305
225	-70.3411
226	-70.3516
227	-70.362
228	-70.3724
229	-70.3827
230	-70.3928
231	-70.403
232	-70.413
233	-70.423
234	-70.4328
235	-70.4426
236	-70.4523
237	-70.462
238	-70.4716
239	-70.481
240	-70.4905
241	-70.4998
242	-70.5091
243	-70.5183
244	-70.5274
245	-70.5364
246	-70.5454
247	-70.5543
248	-70.5631
249	-70.5719
250	-70.5806
251	-70.5892
252	-70.5977
253	-70.6062
254	-70.6146
255	-70.623
256	-70.6312
257	-70.6394
258	-70.6476
259	-70.6556
260	-70.6636
261	-70.6716
262	-70.6794
263	-70.6872
264	-70.695
265	-70.7026
266	-70.7102
267	-70.7178
268	-70.7253
269	-70.7327
270	-70.74
271	-70.7473
272	-70.7545
273	-70.7617
274	-70.7688
275	-70.7759
276	-70.7828
277	-70.7898
278	-70.7966
279	-70.8034
280	-70.8102
281	-70.8169
282	-70.8235
283	-70.8301
284	-70.8366
285	-70.843
286	-70.8494
287	-70.8558
288	-70.8621
289	-70.8683
290	-70.8745
291	-70.8806
292	-70.8866
293	-70.8926
294	-70.8986
295	-70.9045
296	-70.9104
297	-70.9162
298	-70.9219
299	-70.9276
300	-70.9332
301	-70.9388
302	-70.9444
303	-70.9498
304	-70.9553
305	-70.9607
306	-70.966
307	-70.9713
308	-70.9765
309	-70.9817
310	-70.9868
311	-70.9919
312	-70.9969
313	-71.0019
314	-71.0069
315	-71.0118
316	-71.0166
317	-71.0214
318	-71.0262
319	-71.0309
320	-71.0356
321	-71.0402
322	-71.0447
323	-71.0493
324	-71.0538
325	-71.0582
326	-71.0626
327	-71.0669
328	-71.0713
329	-71.0755
330	-71.0797
331	-71.0839
332	-71.0881
333	-71.0922
334	-71.0962
335	-71.1002
336	-71.1042
337	-71.1081
338	-71.112
339	-71.1159
340	-71.1197
341	-71.1234
342	-71.1272
343	-71.1309
344	-71.1345
345	-71.1381
346	-71.1417
347	-71.1452
348	-71.1487
349	-71.1522
350	-71.1556
351	-71.159
352	-71.1623
353	-71.1656
354	-71.1689
355	-71.1721
356	-71.1753
357	-71.1785
358	-71.1816
359	-71.1847
360	-71.1878
361	-71.1908
362	-71.1938
363	-71.1967
364	-71.1997
365	-71.2025
366	-71.2054
367	-71.2082
368	-71.211
369	-71.2138
370	-71.2165
371	-71.2192
372	-71.2218
373	-71.2244
374	-71.227
375	-71.2296
376	-71.2321
377	-71.2346
378	-71.2371
379	-71.2395
380	-71.2419
381	-71.2442
382	-71.2466
383	-71.2489
384	-71.2512
385	-71.2534
386	-71.2556
387	-71.2578
388	-71.26
389	-71.2621
390	-71.2642
391	-71.2663
392	-71.2683
393	-71.2703
394	-71.2723
395	-71.2743
396	-71.2762
397	-71.2781
398	-71.28
399	-71.2819
400	-71.2837
401	-71.2855
402	-71.2872
403	-71.289
404	-71.2907
405	-71.2924
406	-71.2941
407	-71.2957
408	-71.2973
409	-71.2989
410	-71.3005
411	-71.302
412	-71.3035
413	-71.305
414	-71.3065
415	-71.3079
416	-71.3093
417	-71.3107
418	-71.3121
419	-71.3134
420	-71.3147
421	-71.316
422	-71.3173
423	-71.3185
424	-71.3198
425	-71.321
426	-71.3222
427	-71.3233
428	-71.3245
429	-71.3256
430	-71.3267
431	-71.3277
432	-71.3288
433	-71.3298
434	-71.3308
435	-71.3318
436	-71.3327
437	-71.3337
438	-71.3346
439	-71.3355
440	-71.3364
441	-71.3372
442	-71.3381
443	-71.3389
444	-71.3397
445	-71.3405
446	-71.3412
447	-71.342
448	-71.3427
449	-71.3434
450	-71.3441
451	-71.3447
452	-71.3454
453	-71.346
454	-71.3466
455	-71.3472
456	-71.3477
457	-71.3483
458	-71.3488
459	-71.3493
460	-71.3498
461	-71.3503
462	-71.3507
463	-71.3512
464	-71.3516
465	-71.352
466	-71.3524
467	-71.3528
468	-71.3531
469	-71.3535
470	-71.3538
471	-71.3541
472	-71.3544
473	-71.3547
474	-71.3549
475	-71.3551
476	-71.3554
477	-71.3556
478	-71.3558
479	-71.3559
480	-71.3561
481	-71.3562
482	-71.3564
483	-71.3565
484	-71.3566
485	-71.3567
486	-71.3567
487	-71.3568
488	-71.3568
489	-71.3568
490	-71.3569
491	-71.3568
492	-71.3568
493	-71.3568
494	-71.3567
495	-71.3567
496	-71.3566
497	-71.3565
498	-71.3564
499	-71.3563
500	-71.3562
501	-71.356
502	-71.3559
503	-71.3557
504	-71.3555
505	-71.3553
506	-71.3551
507	-71.3549
508	-71.3546
509	-71.3544
510	-71.3541
511	-71.3539
512	-71.3536
513	-71.3533
514	-71.353
515	-71.3526
516	-71.3523
517	-71.3519
518	-71.3516
519	-71.3512
520	-71.3508
521	-71.3504
522	-71.35
523	-71.3496
524	-71.3492
525	-71.3487
526	-71.3483
527	-71.3478
528	-71.3474
529	-71.3469
530	-71.3464
531	-71.3459
532	-71.3453
533	-71.3448
534	-71.3443
535	-71.3437
536	-71.3432
537	-71.3426
538	-71.342
539	-71.3414
540	-71.3408
541	-71.3402
542	-71.3396
543	-71.339
544	-71.3383
545	-71.3377
546	-71.337
547	-71.3363
548	-71.3357
549	-71.335
550	-71.3343
551	-71.3336
552	-71.3329
553	-71.3321
554	-71.3314
555	-71.3307
556	-71.3299
557	-71.3291
558	-71.3284
559	-71.3276
560	-71.3268
561	-71.326
562	-71.3252
563	-71.3244
564	-71.3236
565	-71.3227
566	-71.3219
567	-71.3211
568	-71.3202
569	-71.3193
570	-71.3185
571	-71.3176
572	-71.3167
573	-71.3158
574	-71.3149
575	-71.314
576	-71.3131
577	-71.3122
578	-71.3112
579	-71.3103
580	-71.3094
581	-71.3084
582	-71.3074
583	-71.3065
584	-71.3055
585	-71.3045
586	-71.3035
587	-71.3025
588	-71.3015
589	-71.3005
590	-71.2995
591	-71.2985
592	-71.2974
593	-71.2964
594	-71.2953
595	-71.2943
596	-71.2932
597	-71.2922
598	-71.2911
599	-71.29
600	-71.2889
601	-71.2878
602	-71.2868
603	-71.2857
604	-71.2845
605	-71.2834
606	-71.2823
607	-71.2812
608	-71.2801
609	-71.2789
610	-71.2778
611	-71.2766
612	-71.2755
613	-71.2743
614	-71.2731
615	-71.272
616	-71.2708
617	-71.2696
618	-71.2684
619	-71.2672
620	-71.266
621	-71.2648
622	-71.2636
623	-71.2624
624	-71.2612
625	-71.2599
626	-71.2587
627	-71.2575
628	-71.2562
629	-71.255
630	-71.2538
631	-71.2525
632	-71.2512
633	-71.25
634	-71.2487
635	-71.2474
636	-71.2462
637	-71.2449
638	-71.2436
639	-71.2423
640	-71.241
641	-71.2397
642	-71.2384
643	-71.2371
644	-71.2358
645	-71.2345
646	-71.2331
647	-71.2318
648	-71.2305
649	-71.2292
650	-71.2278
651	-71.2265
652	-71.2251
653	-71.2238
654	-71.2224
655	-71.2211
656	-71.2197
657	-71.2184
658	-71.217
659	-71.2156
660	-71.2142
661	-71.2129
662	-71.2115
663	-71.2101
664	-71.2087
665	-71.2073
666	-71.2059
667	-71.2045
668	-71.2031
669	-71.2017
670	-71.2003
671	-71.1989
672	-71.1975
673	-71.196
674	-71.1946
675	-71.1932
676	-71.1918
677	-71.1903
678	-71.1889
679	-71.1875
680	-71.186
681	-71.1846
682	-71.1831
683	-71.1817
684	-71.1802
685	-71.1788
686	-71.1773
687	-71.1759
688	-71.1744
689	-71.1729
690	-71.1715
691	-71.17
692	-71.1685
693	-71.1671
694	-71.1656
695	-71.1641
696	-71.1626
697	-71.1611
698	-71.1596
699	-71.1582
700	-71.1567
701	-71.1552
702	-71.1537
703	-71.1522
704	-71.1507
705	-71.1492
706	-71.1477
707	-71.1462
708	-71.1446
709	-71.1431
710	-71.1416
711	-71.1401
712	-71.1386
713	-71.1371
714	-71.1356
715	-71.134
716	-71.1325
717	-71.131
718	-71.1294
719	-71.1279
720	-71.1264
721	-71.1248
722	-71.1233
723	-71.1218
724	-71.1202
725	-71.1187
726	-71.1172
727	-71.1156
728	-71.1141
729	-71.1125
730	-71.111
731	-71.1094
732	-71.1079
733	-71.1063
734	-71.1048
735	-71.1032
736	-71.1016
737	-71.1001
738	-71.0985
739	-71.097
740	-71.0954
741	-71.0938
742	-71.0923
743	-71.0907
744	-71.0891
745	-71.0876
746	-71.086
747	-71.0844
748	-71.0829
749	-71.0813
750	-71.0797
751	-71.0781
752	-71.0766
753	-71.075
754	-71.0734
755	-71.0718
756	-71.0703
757	-71.0687
758	-71.0671
759	-71.0655
760	-71.0639
761	-71.0623
762	-71.0608
763	-71.0592
764	-71.0576
765	-71.056
766	-71.0544
767	-71.0528
768	-71.0512
769	-71.0497
770	-71.0481
771	-71.0465
772	-71.0449
773	-71.0433
774	-71.0417
775	-71.0401
776	-71.0385
777	-71.0369
778	-71.0353
779	-71.0337
780	-71.0321
781	-71.0305
782	-71.0289
783	-71.0273
784	-71.0257
785	-71.0241
786	-71.0225
787	-71.0209
788	-71.0193
789	-71.0177
